Unnamed: 0,rir_file,MAT_c,c_125Hz,c_250Hz,c_500Hz,c_1kHz,c_2kHz,c_4kHz,MAT_f,f_125Hz,f_250Hz,f_500Hz,f_1kHz,f_2kHz,f_4kHz,MAT_e,e_125Hz,e_250Hz,e_500Hz,e_1kHz,e_2kHz,e_4kHz,MAT_w,w_125Hz,w_250Hz,w_500Hz,w_1kHz,w_2kHz,w_4kHz,MAT_n,n_125Hz,n_250Hz,n_500Hz,n_1kHz,n_2kHz,n_4kHz,MAT_s,s_125Hz,s_250Hz,s_500Hz,s_1kHz,s_2kHz,s_4kHz,room_x,room_y,room_z,source_x,source_y,source_z,micro_x,micro_y,micro_z
11683,./data/rir_clips/rir_room_train_11683.wav,rough_concrete,0.02,0.03,0.03,0.03,0.04,0.07,rockwool_50mm_40kgm3,0.23,0.59,0.86,0.86,0.86,0.86,rough_lime_wash,0.02,0.03,0.04,0.05,0.04,0.03,acoustical_plaster_25mm,0.17,0.36,0.66,0.65,0.62,0.68,carpet_6mm_open_cell_foam,0.03,0.09,0.2,0.54,0.7,0.72,unpainted_concrete,0.01,0.01,0.02,0.02,0.02,0.05,10.40574338214711,5.051799817444532,3.6492023973128007,2.757594093930358,0.9986432861074764,1.0754461794106631,1.0162357553707613,4.313471892078827,2.897650661835512
10871,./data/rir_clips/rir_room_train_10871.wav,curtains_densely_woven,0.06,0.1,0.38,0.63,0.7,0.73,ceiling_perforated_gypsum_board,0.45,0.55,0.6,0.9,0.86,0.75,fibre_absorber_1,0.2,0.56,0.82,0.87,0.7,0.53,panel_fabric_covered_6pcf,0.46,0.93,1.0,1.0,1.0,1.0,rough_concrete,0.02,0.03,0.03,0.03,0.04,0.07,stage_floor,0.1,0.07,0.06,0.06,0.06,0.06,18.473913981298917,8.064137773721937,2.6102450028527766,6.1548796716211225,6.544841946024286,0.820867070584056,3.4412177106446165,4.916960593349989,1.452994065542362
2053,./data/rir_clips/rir_room_train_2053.wav,hard_surface,0.02,0.02,0.03,0.03,0.04,0.05,fibre_absorber_2,0.07,0.07,0.2,0.41,0.75,0.97,panel_fabric_covered_8pcf,0.21,0.66,1.0,1.0,0.97,0.98,curtains_cotton_0.33,0.03,0.12,0.15,0.27,0.37,0.42,acoustical_plaster_25mm,0.17,0.36,0.66,0.65,0.62,0.68,fibre_absorber_2,0.07,0.07,0.2,0.41,0.75,0.97,18.428439871713724,2.002004222282406,3.359018584798284,16.466078314739786,0.8071345639773746,1.4501698536856868,2.451107544822708,0.8165310519322817,0.8576308197595789
9972,./data/rir_clips/rir_room_train_9972.wav,reverb_chamber,0.01,0.01,0.01,0.02,0.02,0.04,stage_floor,0.1,0.07,0.06,0.06,0.06,0.06,carpet_6mm_open_cell_foam,0.03,0.09,0.2,0.54,0.7,0.72,fibre_absorber_1,0.2,0.56,0.82,0.87,0.7,0.53,carpet_soft_10mm,0.09,0.08,0.21,0.26,0.27,0.37,curtains_cotton_0.5,0.3,0.45,0.65,0.56,0.59,0.71,9.351150993455654,5.752286572885084,3.0290054381296723,2.932118415034851,1.1538180782132907,1.2896990356856717,2.3583499289799974,4.902561612416311,2.0955855927416733
11530,./data/rir_clips/rir_room_train_11530.wav,concrete_floor,0.01,0.03,0.05,0.02,0.02,0.02,ceiling_fissured_tile,0.49,0.53,0.53,0.75,0.92,0.99,carpet_6mm_open_cell_foam,0.03,0.09,0.2,0.54,0.7,0.72,carpet_tufted_9.5mm,0.1,0.4,0.62,0.7,0.63,0.88,brickwork,0.01,0.02,0.02,0.03,0.03,0.04,carpet_hairy,0.11,0.14,0.37,0.43,0.27,0.25,16.804926583242317,7.9269876626309586,2.9246061711561686,0.7467085234027979,7.14982975907301,1.0446424047327776,7.187645989034594,1.124605007360016,1.392400501314464
71,./data/rir_clips/rir_room_train_71.wav,ceiling_plasterboard,0.2,0.15,0.1,0.08,0.04,0.02,panel_fabric_covered_6pcf,0.46,0.93,1.0,1.0,1.0,1.0,carpet_thin,0.02,0.04,0.08,0.2,0.35,0.4,carpet_6mm_closed_cell_foam,0.03,0.09,0.25,0.31,0.33,0.44,wood_1.6cm,0.18,0.12,0.1,0.09,0.08,0.07,rockwool_50mm_40kgm3,0.23,0.59,0.86,0.86,0.86,0.86,9.397530239858735,3.891329195838723,3.6077280803971377,3.970834541660258,2.860810534948718,1.7659881583348749,5.572310330889146,1.7179310745858014,2.5842316291082383
7975,./data/rir_clips/rir_room_train_7975.wav,reverb_chamber,0.01,0.01,0.01,0.02,0.02,0.04,wooden_door,0.14,0.1,0.06,0.08,0.1,0.1,panel_fabric_covered_6pcf,0.46,0.93,1.0,1.0,1.0,1.0,ceiling_melamine_foam,0.12,0.33,0.83,0.97,0.98,0.95,curtains_densely_woven,0.06,0.1,0.38,0.63,0.7,0.73,double_glazing_30mm,0.15,0.05,0.03,0.03,0.02,0.02,8.449003353608306,2.9360694028960705,3.595913597325212,5.473271574564996,0.6121788158455358,0.7835747458956408,2.7301104857717693,1.1964151875361462,2.63827823787684
6855,./data/rir_clips/rir_room_train_6855.wav,double_glazing_inside,0.15,0.3,0.18,0.1,0.05,0.05,carpet_6mm_closed_cell_foam,0.03,0.09,0.25,0.31,0.33,0.44,mineral_wool_50mm_70kgm3,0.7,0.45,0.65,0.6,0.75,0.65,rough_lime_wash,0.02,0.03,0.04,0.05,0.04,0.03,microperforated_glass_sheets,0.1,0.45,0.85,0.3,0.1,0.05,carpet_cotton,0.07,0.31,0.49,0.81,0.66,0.54,11.65736235104962,6.382461255773887,3.1680397799945954,2.734292319557244,5.073068945559283,2.158553188692486,2.787384860313676,0.8339877345469711,0.5461382855791389
10909,./data/rir_clips/rir_room_train_10909.wav,glass_window,0.1,0.05,0.04,0.03,0.03,0.03,carpet_rubber_5mm,0.04,0.04,0.08,0.12,0.1,0.1,curtains_fabric,0.1,0.38,0.63,0.52,0.55,0.65,smooth_brickwork_flush_pointing,0.01,0.01,0.02,0.02,0.02,0.02,carpet_tufted_9m,0.08,0.08,0.3,0.6,0.75,0.8,hanging_absorber_panels_2,0.2,0.3,0.6,0.75,0.7,0.7,8.08949755637924,5.4336974846529085,2.771792134884364,1.798014904610615,4.782531166029743,0.5694813282885194,6.801882414573064,3.886005582136244,0.8441002934632683
11425,./data/rir_clips/rir_room_train_11425.wav,curtains_0.2,0.05,0.06,0.39,0.63,0.7,0.73,curtains_fabric_folded,0.12,0.6,0.98,1.0,1.0,1.0,rough_lime_wash,0.02,0.03,0.04,0.05,0.04,0.03,unpainted_concrete,0.01,0.01,0.02,0.02,0.02,0.05,ceiling_melamine_foam,0.12,0.33,0.83,0.97,0.98,0.95,audience_floor,0.09,0.06,0.05,0.05,0.05,0.04,15.386590824205427,2.269882987341791,3.638755574976439,6.725736739651034,0.9885532708301006,2.774459422857809,4.247630601529453,0.9321969115996968,0.5052918006036117
6751,./data/rir_clips/rir_room_train_6751.wav,ceiling_perforated_gypsum_board,0.45,0.55,0.6,0.9,0.86,0.75,brick_wall_rough,0.03,0.03,0.03,0.04,0.05,0.07,curtains_glass_mat,0.03,0.03,0.15,0.4,0.5,0.5,ceiling_melamine_foam,0.12,0.33,0.83,0.97,0.98,0.95,curtains_fabric,0.1,0.38,0.63,0.52,0.55,0.65,double_glazing_inside,0.15,0.3,0.18,0.1,0.05,0.05,15.95393376869726,9.22514423262438,3.884754156363328,2.724511137150029,1.6172295264665064,1.5507845471979478,12.781853403007489,6.847651463091833,1.1190248182417593
9100,./data/rir_clips/rir_room_train_9100.wav,glass_3mm,0.08,0.04,0.03,0.03,0.02,0.02,wood_16mm,0.18,0.12,0.1,0.09,0.08,0.07,unpainted_concrete,0.01,0.01,0.02,0.02,0.02,0.05,wooden_door,0.14,0.1,0.06,0.08,0.1,0.1,marble_floor,0.01,0.01,0.01,0.02,0.02,0.02,rough_lime_wash,0.02,0.03,0.04,0.05,0.04,0.03,3.484865913306588,7.241099556837438,2.961743435305163,2.130855232963596,6.518009043328307,1.3865428288842172,0.686662160953196,5.4908729270464764,2.0923420026422708
8598,./data/rir_clips/rir_room_train_8598.wav,unpainted_concrete,0.01,0.01,0.02,0.02,0.02,0.05,double_glazing_inside,0.15,0.3,0.18,0.1,0.05,0.05,reverb_chamber,0.01,0.01,0.01,0.02,0.02,0.04,hard_surface,0.02,0.02,0.03,0.03,0.04,0.05,limestone_wall,0.02,0.02,0.03,0.04,0.05,0.05,ceiling_metal_panel,0.59,0.8,0.82,0.65,0.27,0.23,5.006967968096843,4.495468289812932,3.188970630886904,1.5673553301566536,3.364497717131619,2.6390902874216504,0.697073533189543,2.754383948934735,1.4715645222270326
9785,./data/rir_clips/rir_room_train_9785.wav,curtains_fabric,0.1,0.38,0.63,0.52,0.55,0.65,unpainted_concrete,0.01,0.01,0.02,0.02,0.02,0.05,curtains_fabric,0.1,0.38,0.63,0.52,0.55,0.65,mineral_wool_50mm_40kgm3,0.15,0.7,0.6,0.6,0.85,0.9,ceiling_plasterboard,0.2,0.15,0.1,0.08,0.04,0.02,carpet_6mm_closed_cell_foam,0.03,0.09,0.25,0.31,0.33,0.44,4.320646475917044,2.103327367287445,3.8338072099592218,1.867436124216245,0.6453094124210959,1.5103563945693748,3.773509660052964,1.0556089183985011,0.5310157823339444
7945,./data/rir_clips/rir_room_train_7945.wav,glass_window,0.1,0.05,0.04,0.03,0.03,0.03,marble_floor,0.01,0.01,0.01,0.02,0.02,0.02,rough_lime_wash,0.02,0.03,0.04,0.05,0.04,0.03,smooth_brickwork_flush_pointing,0.01,0.01,0.02,0.02,0.02,0.02,carpet_tufted_9.5mm,0.1,0.4,0.62,0.7,0.63,0.88,carpet_6mm_closed_cell_foam,0.03,0.09,0.25,0.31,0.33,0.44,9.165215351673917,3.613528056867092,3.780397316813383,7.765157548352592,1.6490045936988325,2.435773057552619,4.411543159652032,1.4486717710290384,2.349364394928124
5356,./data/rir_clips/rir_room_train_5356.wav,hard_surface,0.02,0.02,0.03,0.03,0.04,0.05,hanging_absorber_panels_2,0.2,0.3,0.6,0.75,0.7,0.7,reverb_chamber,0.01,0.01,0.01,0.02,0.02,0.04,rockwool_50mm_40kgm3,0.23,0.59,0.86,0.86,0.86,0.86,panel_fabric_covered_6pcf,0.46,0.93,1.0,1.0,1.0,1.0,rockwool_50mm_40kgm3,0.23,0.59,0.86,0.86,0.86,0.86,9.998835692081926,4.1232456955262204,2.613000551564021,1.5190028413262586,1.8673949036785105,0.6403613076263408,9.256866290033935,1.1067056449586374,0.9222305622384072
1666,./data/rir_clips/rir_room_train_1666.wav,wood_16mm,0.18,0.12,0.1,0.09,0.08,0.07,double_glazing_inside,0.15,0.3,0.18,0.1,0.05,0.05,carpet_thin,0.02,0.04,0.08,0.2,0.35,0.4,smooth_brickwork_flush_pointing,0.01,0.01,0.02,0.02,0.02,0.02,gypsum_board,0.3,0.69,1.0,0.81,0.66,0.62,audience_floor,0.09,0.06,0.05,0.05,0.05,0.04,16.48393753757624,7.07895704545403,3.817771648412452,7.051207167846718,5.211865622056274,1.4229346850022777,9.007083618349487,5.559058431978925,1.63963961946699
5570,./data/rir_clips/rir_room_train_5570.wav,carpet_6mm_open_cell_foam,0.03,0.09,0.2,0.54,0.7,0.72,cocos_fibre_roll_29mm,0.1,0.13,0.22,0.35,0.47,0.57,plywood_thin,0.42,0.21,0.1,0.08,0.06,0.06,panel_fabric_covered_8pcf,0.21,0.66,1.0,1.0,0.97,0.98,fibre_absorber_2,0.07,0.07,0.2,0.41,0.75,0.97,carpet_thin,0.02,0.04,0.08,0.2,0.35,0.4,14.35763818504855,3.154890893025489,3.832081984961652,13.291455807847656,1.5531559362459928,3.0227723159457147,3.7671350775143297,2.386393253882365,1.1707582880901808
8541,./data/rir_clips/rir_room_train_8541.wav,carpet_rubber_5mm,0.04,0.04,0.08,0.12,0.1,0.1,mineral_wool_50mm_40kgm3,0.15,0.7,0.6,0.6,0.85,0.9,ceiling_fissured_tile,0.49,0.53,0.53,0.75,0.92,0.99,perforated_veneered_chipboard,0.41,0.67,0.58,0.59,0.68,0.35,hanging_absorber_panels_1,0.25,0.45,0.8,0.9,0.85,0.8,gypsum_board,0.3,0.69,1.0,0.81,0.66,0.62,11.425564993350594,4.3468215250016256,3.271000367321544,2.9301094461049813,3.8317657974528094,0.6457713170349683,10.144711331280396,3.1914267850891505,1.920503227100154
52,./data/rir_clips/rir_room_train_52.wav,double_glazing_30mm,0.15,0.05,0.03,0.03,0.02,0.02,reverb_chamber,0.01,0.01,0.01,0.02,0.02,0.04,carpet_6mm_open_cell_foam,0.03,0.09,0.2,0.54,0.7,0.72,carpet_1.35_kg_m2,0.08,0.24,0.57,0.69,0.71,0.73,curtains_fabric_folded,0.12,0.6,0.98,1.0,1.0,1.0,stage_floor,0.1,0.07,0.06,0.06,0.06,0.06,15.426767762912531,3.4317258978126053,3.5346334715055034,11.1595508590438,2.2776048600084744,2.888074553036653,13.157489315373295,1.1078687017142892,3.013566253995546
10317,./data/rir_clips/rir_room_train_10317.wav,rockwool_50mm_40kgm3,0.23,0.59,0.86,0.86,0.86,0.86,fibre_absorber_2,0.07,0.07,0.2,0.41,0.75,0.97,double_glazing_10mm,0.1,0.07,0.05,0.03,0.02,0.02,blinds_open,0.03,0.06,0.13,0.28,0.49,0.56,carpet_thin,0.02,0.04,0.08,0.2,0.35,0.4,hanging_absorber_panels_1,0.25,0.45,0.8,0.9,0.85,0.8,16.76868425531667,5.7881775587855255,3.6287136597101366,11.244109809149226,3.081476247554761,0.972578457058325,11.31647145406055,4.30743262655162,2.331102756930697
6263,./data/rir_clips/rir_room_train_6263.wav,ceramic_tiles,0.01,0.01,0.01,0.02,0.02,0.02,felt_5mm,0.02,0.02,0.05,0.15,0.3,0.4,fibre_absorber_1,0.2,0.56,0.82,0.87,0.7,0.53,carpet_cotton,0.07,0.31,0.49,0.81,0.66,0.54,curtains_cotton_0.5,0.3,0.45,0.65,0.56,0.59,0.71,studio_curtains,0.36,0.26,0.51,0.45,0.62,0.76,10.799626711599297,6.509678298748308,3.6126183636826887,4.236447663365457,1.44439386488077,1.6954834057767216,4.076058797433289,4.661073601615632,0.9426887074130338
1445,./data/rir_clips/rir_room_train_1445.wav,smooth_brickwork_10mm_pointing,0.08,0.09,0.12,0.16,0.22,0.24,glass_3mm,0.08,0.04,0.03,0.03,0.02,0.02,curtains_cotton_0.33,0.03,0.12,0.15,0.27,0.37,0.42,curtains_fabric_folded,0.12,0.6,0.98,1.0,1.0,1.0,curtains_velvet,0.05,0.12,0.35,0.45,0.38,0.36,curtains_0.2,0.05,0.06,0.39,0.63,0.7,0.73,7.128206398435455,4.793236339831934,3.873732608460783,6.511548308734187,2.315261324282011,1.602429163301472,5.495134881196534,3.588731727275194,1.2281965798716168
7579,./data/rir_clips/rir_room_train_7579.wav,double_glazing_inside,0.15,0.3,0.18,0.1,0.05,0.05,cocos_fibre_roll_29mm,0.1,0.13,0.22,0.35,0.47,0.57,curtains_0.2,0.05,0.06,0.39,0.63,0.7,0.73,fibre_absorber_1,0.2,0.56,0.82,0.87,0.7,0.53,curtains_0.2,0.05,0.06,0.39,0.63,0.7,0.73,audience_floor,0.09,0.06,0.05,0.05,0.05,0.04,17.509054624790267,9.200534262831964,3.729438677300572,7.594964759649697,0.501264639096651,3.1881867459095314,12.35027724627119,1.6502846606912644,1.024141779861058
9265,./data/rir_clips/rir_room_train_9265.wav,hanging_absorber_panels_1,0.25,0.45,0.8,0.9,0.85,0.8,marble_floor,0.01,0.01,0.01,0.02,0.02,0.02,studio_curtains,0.36,0.26,0.51,0.45,0.62,0.76,microperforated_glass_sheets,0.1,0.45,0.85,0.3,0.1,0.05,carpet_6mm_closed_cell_foam,0.03,0.09,0.25,0.31,0.33,0.44,panel_fabric_covered_6pcf,0.46,0.93,1.0,1.0,1.0,1.0,8.911771166850384,7.60476409545048,2.5626061424159188,8.1077624261779,6.413549904700725,1.2696380395971625,1.6689197105213305,4.126354706177667,1.4846626751549103
8142,./data/rir_clips/rir_room_train_8142.wav,rough_lime_wash,0.02,0.03,0.04,0.05,0.04,0.03,curtains_cotton_0.5,0.3,0.45,0.65,0.56,0.59,0.71,mineral_wool_50mm_40kgm3,0.15,0.7,0.6,0.6,0.85,0.9,unpainted_concrete,0.01,0.01,0.02,0.02,0.02,0.05,cocos_fibre_roll_29mm,0.1,0.13,0.22,0.35,0.47,0.57,carpet_hairy,0.11,0.14,0.37,0.43,0.27,0.25,15.811950949864158,6.772072105802346,3.05950961356876,12.304834061874011,3.288400383766501,1.9804551294247088,9.689103848177362,3.9993608832362497,0.91375592974967
1695,./data/rir_clips/rir_room_train_1695.wav,ceiling_fibre_abosrber,0.48,0.97,1.0,0.97,1.0,1.0,ceiling_perforated_gypsum_board,0.45,0.55,0.6,0.9,0.86,0.75,stage_floor,0.1,0.07,0.06,0.06,0.06,0.06,double_glazing_inside,0.15,0.3,0.18,0.1,0.05,0.05,double_glazing_inside,0.15,0.3,0.18,0.1,0.05,0.05,ceiling_fibre_abosrber,0.48,0.97,1.0,0.97,1.0,1.0,9.028374297894825,6.462872251624796,3.0760783081363456,5.1287600740467045,3.420445770528441,1.488505820528769,7.89822780551825,1.9623142249235157,0.561319620792339
2892,./data/rir_clips/rir_room_train_2892.wav,fibre_absorber_2,0.07,0.07,0.2,0.41,0.75,0.97,facing_brick,0.04,0.14,0.49,0.35,0.31,0.36,carpet_6mm_open_cell_foam,0.03,0.09,0.2,0.54,0.7,0.72,fibre_absorber_1,0.2,0.56,0.82,0.87,0.7,0.53,carpet_6mm_closed_cell_foam,0.03,0.09,0.25,0.31,0.33,0.44,carpet_soft_10mm,0.09,0.08,0.21,0.26,0.27,0.37,8.377612555192101,8.027045724437528,2.7086491524168768,5.160850278580247,5.265160902475985,1.6169717438197522,6.6050113612881605,1.4797873101370511,1.5806779710684205
11996,./data/rir_clips/rir_room_train_11996.wav,rough_lime_wash,0.02,0.03,0.04,0.05,0.04,0.03,curtains_glass_mat,0.03,0.03,0.15,0.4,0.5,0.5,ceiling_metal_panel,0.59,0.8,0.82,0.65,0.27,0.23,stage_floor,0.1,0.07,0.06,0.06,0.06,0.06,stage_floor,0.1,0.07,0.06,0.06,0.06,0.06,curtains_0.2,0.05,0.06,0.39,0.63,0.7,0.73,6.231858215427992,5.475659634507116,2.666213651163871,1.7426233918233025,4.680869943874429,0.7272848111162816,4.4740702229070966,1.8482312420364095,1.13466549347093
1574,./data/rir_clips/rir_room_train_1574.wav,linoleum_on_concrete,0.02,0.03,0.03,0.03,0.03,0.02,smooth_brickwork_10mm_pointing,0.08,0.09,0.12,0.16,0.22,0.24,marble_floor,0.01,0.01,0.01,0.02,0.02,0.02,ceiling_plasterboard,0.2,0.15,0.1,0.08,0.04,0.02,curtains_cotton_0.5,0.3,0.45,0.65,0.56,0.59,0.71,double_glazing_10mm,0.1,0.07,0.05,0.03,0.02,0.02,19.109538038156053,3.677535973198793,3.964829246824503,3.797496130953088,2.519189762313181,1.6359332828044553,9.791361681141291,1.6121438470711722,2.2745782636265632
8910,./data/rir_clips/rir_room_train_8910.wav,audience_floor,0.09,0.06,0.05,0.05,0.05,0.04,fibre_absorber_2,0.07,0.07,0.2,0.41,0.75,0.97,carpet_6mm_open_cell_foam,0.03,0.09,0.2,0.54,0.7,0.72,curtains_glass_mat,0.03,0.03,0.15,0.4,0.5,0.5,ceiling_fissured_tile,0.49,0.53,0.53,0.75,0.92,0.99,brickwork,0.01,0.02,0.02,0.03,0.03,0.04,8.720347841052345,4.399557744778868,3.770888925989857,1.6858890360099106,1.482809024171519,1.8869110454180196,5.93751667335437,1.2222580949623771,2.236241306969004
3203,./data/rir_clips/rir_room_train_3203.wav,plywood_thin,0.42,0.21,0.1,0.08,0.06,0.06,curtains_velvet,0.05,0.12,0.35,0.45,0.38,0.36,microperforated_glass_sheets,0.1,0.45,0.85,0.3,0.1,0.05,carpet_6mm_closed_cell_foam,0.03,0.09,0.25,0.31,0.33,0.44,audience_floor,0.09,0.06,0.05,0.05,0.05,0.04,mineral_wool_50mm_40kgm3,0.15,0.7,0.6,0.6,0.85,0.9,14.691628919010748,7.839256119383861,3.676993666095329,6.214445103871259,4.773480573958889,2.9699223909753,5.893943882643623,1.4636092596616757,1.237224579966734
4405,./data/rir_clips/rir_room_train_4405.wav,brick_wall_rough,0.03,0.03,0.03,0.04,0.05,0.07,double_glazing_10mm,0.1,0.07,0.05,0.03,0.02,0.02,ceiling_fibre_abosrber,0.48,0.97,1.0,0.97,1.0,1.0,hanging_absorber_panels_1,0.25,0.45,0.8,0.9,0.85,0.8,ceiling_plasterboard,0.2,0.15,0.1,0.08,0.04,0.02,marble_floor,0.01,0.01,0.01,0.02,0.02,0.02,19.192619932162344,4.376451917343695,3.605944195833096,13.168468773889678,2.7568370005995453,2.385295660626689,11.59047340686778,1.312598454068345,0.7914290472798322
1630,./data/rir_clips/rir_room_train_1630.wav,curtains_velvet,0.05,0.12,0.35,0.45,0.38,0.36,ceramic_tiles,0.01,0.01,0.01,0.02,0.02,0.02,reverb_chamber,0.01,0.01,0.01,0.02,0.02,0.04,ceramic_tiles,0.01,0.01,0.01,0.02,0.02,0.02,microperforated_glass_sheets,0.1,0.45,0.85,0.3,0.1,0.05,double_glazing_10mm,0.1,0.07,0.05,0.03,0.02,0.02,6.768443140657339,3.9017892001222423,2.744561090801781,3.6125813193805736,1.061789627156041,1.2802608097421873,1.5134105702182086,2.3078235252124104,1.3463994702158928
10089,./data/rir_clips/rir_room_train_10089.wav,curtains_fabric,0.1,0.38,0.63,0.52,0.55,0.65,plywood_thin,0.42,0.21,0.1,0.08,0.06,0.06,microperforated_foil_kaefer,0.06,0.28,0.7,0.68,0.74,0.53,carpet_tufted_9m,0.08,0.08,0.3,0.6,0.75,0.8,rough_concrete,0.02,0.03,0.03,0.03,0.04,0.07,gypsum_board,0.3,0.69,1.0,0.81,0.66,0.62,7.585681260494514,9.37949843647721,2.6691123543192794,5.254950804136292,6.696782496784932,1.535824774281692,4.445276686923512,7.848832283504364,2.116839065772706
1881,./data/rir_clips/rir_room_train_1881.wav,carpet_1.35_kg_m2,0.08,0.24,0.57,0.69,0.71,0.73,curtains_glass_mat,0.03,0.03,0.15,0.4,0.5,0.5,studio_curtains,0.36,0.26,0.51,0.45,0.62,0.76,rockwool_50mm_40kgm3,0.23,0.59,0.86,0.86,0.86,0.86,stage_floor,0.1,0.07,0.06,0.06,0.06,0.06,marble_floor,0.01,0.01,0.01,0.02,0.02,0.02,5.415337965875578,3.951629069835661,3.9806399542496034,4.521961972753916,2.087015647601752,2.0117648027889783,2.6107211973850006,2.2320086851446224,2.327798676817264
11899,./data/rir_clips/rir_room_train_11899.wav,hanging_absorber_panels_1,0.25,0.45,0.8,0.9,0.85,0.8,panel_fabric_covered_8pcf,0.21,0.66,1.0,1.0,0.97,0.98,fibre_absorber_1,0.2,0.56,0.82,0.87,0.7,0.53,cocos_fibre_roll_29mm,0.1,0.13,0.22,0.35,0.47,0.57,smooth_brickwork_10mm_pointing,0.08,0.09,0.12,0.16,0.22,0.24,limestone_wall,0.02,0.02,0.03,0.04,0.05,0.05,18.85457307523488,7.645861420044144,2.7484218000121308,4.526108845861186,6.128864877910881,1.84771294414419,17.151602366988367,1.0987245660171028,0.589773650200698
5112,./data/rir_clips/rir_room_train_5112.wav,curtains_cotton_0.5,0.3,0.45,0.65,0.56,0.59,0.71,double_glazing_10mm,0.1,0.07,0.05,0.03,0.02,0.02,carpet_rubber_5mm,0.04,0.04,0.08,0.12,0.1,0.1,curtains_glass_mat,0.03,0.03,0.15,0.4,0.5,0.5,curtains_velvet,0.05,0.12,0.35,0.45,0.38,0.36,hanging_absorber_panels_1,0.25,0.45,0.8,0.9,0.85,0.8,19.471865129053484,5.775578521624444,3.600201699787928,14.395244462558813,1.8051892130047265,0.679826656348654,15.382219706231568,3.8398695991661698,1.6796331387235717
5708,./data/rir_clips/rir_room_train_5708.wav,limestone_wall,0.02,0.02,0.03,0.04,0.05,0.05,ceiling_melamine_foam,0.12,0.33,0.83,0.97,0.98,0.95,carpet_cotton,0.07,0.31,0.49,0.81,0.66,0.54,glass_3mm,0.08,0.04,0.03,0.03,0.02,0.02,curtains_fabric,0.1,0.38,0.63,0.52,0.55,0.65,plywood_thin,0.42,0.21,0.1,0.08,0.06,0.06,14.786967556639606,9.434502933977267,3.107086949696294,6.704392154290728,3.695563245208557,1.9881856272006344,10.01908867518574,6.722669883261489,1.6601361090235969
5074,./data/rir_clips/rir_room_train_5074.wav,ceramic_tiles,0.01,0.01,0.01,0.02,0.02,0.02,carpet_6mm_closed_cell_foam,0.03,0.09,0.25,0.31,0.33,0.44,reverb_chamber,0.01,0.01,0.01,0.02,0.02,0.04,limestone_wall,0.02,0.02,0.03,0.04,0.05,0.05,curtains_fabric,0.1,0.38,0.63,0.52,0.55,0.65,double_glazing_30mm,0.15,0.05,0.03,0.03,0.02,0.02,12.309649591744176,5.350138478731831,3.7071919851768,5.593482402653444,1.958867419827098,1.6200317824801134,10.46222805070511,2.4650355911224904,1.4926710999106434
5509,./data/rir_clips/rir_room_train_5509.wav,wood_16mm,0.18,0.12,0.1,0.09,0.08,0.07,brickwork,0.01,0.02,0.02,0.03,0.03,0.04,rough_concrete,0.02,0.03,0.03,0.03,0.04,0.07,blinds_open,0.03,0.06,0.13,0.28,0.49,0.56,limestone_wall,0.02,0.02,0.03,0.04,0.05,0.05,audience_floor,0.09,0.06,0.05,0.05,0.05,0.04,8.138224295584397,2.04047977249822,2.8625700393323013,3.733629879634334,1.1114377953217265,0.9231182485865465,6.215962861212381,1.179089185161017,1.3681359231142571
10582,./data/rir_clips/rir_room_train_10582.wav,double_glazing_30mm,0.15,0.05,0.03,0.03,0.02,0.02,wooden_door,0.14,0.1,0.06,0.08,0.1,0.1,audience_floor,0.09,0.06,0.05,0.05,0.05,0.04,brick_wall_rough,0.03,0.03,0.03,0.04,0.05,0.07,audience_floor,0.09,0.06,0.05,0.05,0.05,0.04,ceiling_perforated_gypsum_board,0.45,0.55,0.6,0.9,0.86,0.75,4.729012286542892,8.961485741929181,3.848309773272303,3.298133889353785,7.528207315536103,1.1331852914618143,2.97124525547552,1.9221411965888755,1.509630538658847
8090,./data/rir_clips/rir_room_train_8090.wav,glass_window,0.1,0.05,0.04,0.03,0.03,0.03,carpet_tufted_9.5mm,0.1,0.4,0.62,0.7,0.63,0.88,stage_floor,0.1,0.07,0.06,0.06,0.06,0.06,stage_floor,0.1,0.07,0.06,0.06,0.06,0.06,concrete_floor,0.01,0.03,0.05,0.02,0.02,0.02,curtains_0.2,0.05,0.06,0.39,0.63,0.7,0.73,15.135494757672438,3.823765440799445,3.414592244307735,8.241397346680436,1.8667763078895272,2.215698944632626,2.612642758633972,3.156959856419949,1.7970626788767676
848,./data/rir_clips/rir_room_train_848.wav,rough_concrete,0.02,0.03,0.03,0.03,0.04,0.07,audience_floor,0.09,0.06,0.05,0.05,0.05,0.04,carpet_rubber_5mm,0.04,0.04,0.08,0.12,0.1,0.1,marble_floor,0.01,0.01,0.01,0.02,0.02,0.02,rough_lime_wash,0.02,0.03,0.04,0.05,0.04,0.03,ceiling_fissured_tile,0.49,0.53,0.53,0.75,0.92,0.99,2.802557312263999,9.791071993349208,2.5234339264409447,0.8922030860601611,3.1372003670829454,1.1079026597789483,1.2461857796883078,9.090050497631808,1.2929521290369808
